Question id	Question name	Choice name	Assumption q id	Assumption q name	Assumption choice name	exposure
108	In which of the following sub-branches will the 2014 Nobel Prize in Chemistry be awarded?	 Molecular biochemistry				0.0
108	In which of the following sub-branches will the 2014 Nobel Prize in Chemistry be awarded?	 Other				0.0
165	Will the 2014 Nobel Prize in Medicine be awarded in any of these fields?	Neuroscience				0.0
165	Will the 2014 Nobel Prize in Medicine be awarded in any of these fields?	Psychology				0.0
165	Will the 2014 Nobel Prize in Medicine be awarded in any of these fields?	Bioinformantics				0.0
165	Will the 2014 Nobel Prize in Medicine be awarded in any of these fields?	Social Science				0.0
165	Will the 2014 Nobel Prize in Medicine be awarded in any of these fields?	Environmental Science				0.0
165	Will the 2014 Nobel Prize in Medicine be awarded in any of these fields?	Pharmacology				0.0
165	Will the 2014 Nobel Prize in Medicine be awarded in any of these fields?	Oncology				0.0
165	Will the 2014 Nobel Prize in Medicine be awarded in any of these fields?	Diseases				0.0
165	Will the 2014 Nobel Prize in Medicine be awarded in any of these fields?	Nutrition				0.0
165	Will the 2014 Nobel Prize in Medicine be awarded in any of these fields?	Immunology				0.0
165	Will the 2014 Nobel Prize in Medicine be awarded in any of these fields?	Cell Biology				0.0
165	Will the 2014 Nobel Prize in Medicine be awarded in any of these fields?	None of the above				0.0
47	On November 2014, what will be the Top 500 performance share by vendor?	IBM				-4.747
47	On November 2014, what will be the Top 500 performance share by vendor?	 CRAY				0.866
47	On November 2014, what will be the Top 500 performance share by vendor?	 HP				0.866
47	On November 2014, what will be the Top 500 performance share by vendor?	 SGI				0.866
47	On November 2014, what will be the Top 500 performance share by vendor?	 Other 				5.875
2	Which of the following changes will be reported about "trends in extent of selected biomes, ecosystems, and habitats" in the fourth edition of the Global Biodiversity Outlook report?	Positive changes				0.0
2	Which of the following changes will be reported about "trends in extent of selected biomes, ecosystems, and habitats" in the fourth edition of the Global Biodiversity Outlook report?	 Negative changes				0.0
2	Which of the following changes will be reported about "trends in extent of selected biomes, ecosystems, and habitats" in the fourth edition of the Global Biodiversity Outlook report?	 No clear global trend				0.0
2	Which of the following changes will be reported about "trends in extent of selected biomes, ecosystems, and habitats" in the fourth edition of the Global Biodiversity Outlook report?	 Insufficient information available				0.0
3	Which of the following changes will be reported about "The Marine Trophic Index" in the fourth edition of the Global Biodiversity Outlook report?	Positive changes				0.001
3	Which of the following changes will be reported about "The Marine Trophic Index" in the fourth edition of the Global Biodiversity Outlook report?	 Negative changes				0.001
3	Which of the following changes will be reported about "The Marine Trophic Index" in the fourth edition of the Global Biodiversity Outlook report?	 No clear global trend				0.001
3	Which of the following changes will be reported about "The Marine Trophic Index" in the fourth edition of the Global Biodiversity Outlook report?	 Insufficient information avaialble				0.001
4	Which of the following changes will be reported about "trends in abundance and distribution of selected species " in the fourth edition of the Global Biodiversity Outlook report?	Positive changes				0.001
4	Which of the following changes will be reported about "trends in abundance and distribution of selected species " in the fourth edition of the Global Biodiversity Outlook report?	 Negative changes				0.001
4	Which of the following changes will be reported about "trends in abundance and distribution of selected species " in the fourth edition of the Global Biodiversity Outlook report?	 No clear global trend				0.001
4	Which of the following changes will be reported about "trends in abundance and distribution of selected species " in the fourth edition of the Global Biodiversity Outlook report?	 Insufficient information available				0.001
6	Which of the following changes will be reported about "Water quality of aquatic ecosystems" in the fourth edition of the Global Biodiversity Outlook report?	Positive changes				0.003
6	Which of the following changes will be reported about "Water quality of aquatic ecosystems" in the fourth edition of the Global Biodiversity Outlook report?	 Negative changes				0.003
6	Which of the following changes will be reported about "Water quality of aquatic ecosystems" in the fourth edition of the Global Biodiversity Outlook report?	 No clear global trend				0.003
6	Which of the following changes will be reported about "Water quality of aquatic ecosystems" in the fourth edition of the Global Biodiversity Outlook report?	 Insufficient information avaialble				0.003
25	When will the Unique Games Conjecture be proven?	By January 1 2015				0.0
25	When will the Unique Games Conjecture be proven?	Between January 2 2015 and January 1 2020				0.0
25	When will the Unique Games Conjecture be proven?	Between January 2 2020 and January 1 2030				0.0
25	When will the Unique Games Conjecture be proven?	Between January 2 2030 and January 1 2050				0.0
25	When will the Unique Games Conjecture be proven?	Will not be announced by January 1 2050				0.0
26	When will the Deque Conjecture be proven?	By January 1 2015				0.0
26	When will the Deque Conjecture be proven?	 Between January 2 2015 and January 1 2020				0.0
26	When will the Deque Conjecture be proven?	 Between January 2 2020 and January 1 2030				0.0
26	When will the Deque Conjecture be proven?	 Between January 2 2030 and January 1 2050				0.0
26	When will the Deque Conjecture be proven?	 Will not be announced by January 1 2050				0.0
18	Will the internet usage worldwide exceed 45% of the world's population before January 01, 2015?	False				0.0
18	Will the internet usage worldwide exceed 45% of the world's population before January 01, 2015?	True				0.0
349	When will the Rosetta’s small robotic lander, Philae, land successfully on the surface of a comet?	Before November 1, 2014				0.0
349	When will the Rosetta’s small robotic lander, Philae, land successfully on the surface of a comet?	 November 1, 2014 - November 8, 2014				0.0
349	When will the Rosetta’s small robotic lander, Philae, land successfully on the surface of a comet?	 November 9, 2014 - November 15, 2014				0.0
349	When will the Rosetta’s small robotic lander, Philae, land successfully on the surface of a comet?	November 16, 2014 - November 22, 2014				0.0
349	When will the Rosetta’s small robotic lander, Philae, land successfully on the surface of a comet?	 November 23, 2014 - November 29, 2014				0.0
349	When will the Rosetta’s small robotic lander, Philae, land successfully on the surface of a comet?	 November 30, 2014 - December 6, 2014				0.0
349	When will the Rosetta’s small robotic lander, Philae, land successfully on the surface of a comet?	 December 7, 2014 - December 13, 2014				0.0
349	When will the Rosetta’s small robotic lander, Philae, land successfully on the surface of a comet?	Not before December 14, 2014				0.0
154	In the US patent system, will at least 2.5% of pharma/biotech patents issued in 2014 refer to the term nano* in their title or abstract?	False				0.0
154	In the US patent system, will at least 2.5% of pharma/biotech patents issued in 2014 refer to the term nano* in their title or abstract?	True				0.0
76	Will there be an outbreak of Iridoviridae in the environment in SE Asia in 2014?	False				0.0
76	Will there be an outbreak of Iridoviridae in the environment in SE Asia in 2014?	True				0.0
84	Will there be a 50%-effective malaria vaccine available for general use before 2015?	False				0.0
84	Will there be a 50%-effective malaria vaccine available for general use before 2015?	True				0.0
102	Will there be a new digital currency based on a P2P network, whose real money supply will be valued at more than $1 billion in 2014?	False				0.0
102	Will there be a new digital currency based on a P2P network, whose real money supply will be valued at more than $1 billion in 2014?	True				0.0
103	Will any government officially accept a digital currency for circulation in their country in 2014?	False				0.0
103	Will any government officially accept a digital currency for circulation in their country in 2014?	True				0.0
127	Will the Mars Curiosity Rover discover organic matter on Mars by September 1, 2014?	False				0.0
127	Will the Mars Curiosity Rover discover organic matter on Mars by September 1, 2014?	True				0.0
128	Will the Axion Dark Matter Experiment detect dark matter axions by the end of 2014?	False				0.0
128	Will the Axion Dark Matter Experiment detect dark matter axions by the end of 2014?	True				0.0
129	Will the confirmed conversion efficiency for a multijunction, or tandem, solar cell (with any number of junctions) reach or exceed 46% by the end of 2014?	False				0.0
129	Will the confirmed conversion efficiency for a multijunction, or tandem, solar cell (with any number of junctions) reach or exceed 46% by the end of 2014?	True				0.0
130	Will the winner(s) of the Experimental category of the 2014 Foresight Institute Feynman Prize in Nanotechnology be affiliated with a US organization?	False				0.0
130	Will the winner(s) of the Experimental category of the 2014 Foresight Institute Feynman Prize in Nanotechnology be affiliated with a US organization?	True				0.0
132	Will a NASA astronaut be transported to the International Space Station in a commercial spacecraft by DEC 1 2017?	False				58.496
132	Will a NASA astronaut be transported to the International Space Station in a commercial spacecraft by DEC 1 2017?	True				-38.702
134	Will the International Space Station be abandoned at any point before JAN 1 2022?	False				0.0
134	Will the International Space Station be abandoned at any point before JAN 1 2022?	True				0.0
135	Will the Chinese National Space Administration retrieve at least 2kg of lunar rock/soil samples by January 1 2018?	False				0.0
135	Will the Chinese National Space Administration retrieve at least 2kg of lunar rock/soil samples by January 1 2018?	True				0.0
141	Will automakers achieve the 2016 Corporate Average Fuel Economy (CAFE) standard of 35.5 miles per gallon (mpg) mandated for U.S. cars and light trucks for that model year?	False				0.0
141	Will automakers achieve the 2016 Corporate Average Fuel Economy (CAFE) standard of 35.5 miles per gallon (mpg) mandated for U.S. cars and light trucks for that model year?	True				0.0
143	Will the NASA's Mars Atmosphere and Volatile Evolution (MAVEN) spacescraft launched on November 17, 2013 enter the Mars orbit by the end of September 2014?	False				0.0
143	Will the NASA's Mars Atmosphere and Volatile Evolution (MAVEN) spacescraft launched on November 17, 2013 enter the Mars orbit by the end of September 2014?	True				0.0
144	Will a paper describing Andrea Rossi’s alleged Low Energy Nuclear Reaction device (aka cold fusion) be published in a journal indexed on Thomson Rueters' Web of Science before JAN 1 2015?	False				0.0
144	Will a paper describing Andrea Rossi’s alleged Low Energy Nuclear Reaction device (aka cold fusion) be published in a journal indexed on Thomson Rueters' Web of Science before JAN 1 2015?	True				0.0
145	Will the Large Underground Xenon dark matter experiment in Lead, SD detect the dark matter particles weakly interacting massive particles (WIMPs) or weakly interacting slim particles (WISPs) by the end of 2014?	False				0.0
145	Will the Large Underground Xenon dark matter experiment in Lead, SD detect the dark matter particles weakly interacting massive particles (WIMPs) or weakly interacting slim particles (WISPs) by the end of 2014?	True				0.0
153	Will the Indian Space Research Organization's Mangalyaan probe achieve orbital insertion around Mars before NASA's MAVEN spacecraft in September 2014?	False				0.0
153	Will the Indian Space Research Organization's Mangalyaan probe achieve orbital insertion around Mars before NASA's MAVEN spacecraft in September 2014?	True				0.0
162	Will ultra-fast optical switches be developed by 31-DEC-2015 using the luminescent polymer (plastic) material that recently demonstrated Bose-Einstein Condensation (BEC) under room temperature at an IBM lab?	False				0.0
162	Will ultra-fast optical switches be developed by 31-DEC-2015 using the luminescent polymer (plastic) material that recently demonstrated Bose-Einstein Condensation (BEC) under room temperature at an IBM lab?	True				0.0
169	Will Rosetta rendezvous with Comet 67P/Churyumov-Gerasimenko?	False				0.0
169	Will Rosetta rendezvous with Comet 67P/Churyumov-Gerasimenko?	True				0.0
172	Will solar efficiency of graphene-based solar cell reaching 20% be reported in a scientific journal by the end of 2014?	False				0.0
172	Will solar efficiency of graphene-based solar cell reaching 20% be reported in a scientific journal by the end of 2014?	True				0.0
173	Will China have at least 30 nuclear power reactors in operation by the start of 2015?	False				0.0
173	Will China have at least 30 nuclear power reactors in operation by the start of 2015?	True				0.0
179	Will CERN's AD be able to detect any evidence that would violate the charge-parity-time (CPT) symmetry in its BASE experiment in 2014?	False				0.0
179	Will CERN's AD be able to detect any evidence that would violate the charge-parity-time (CPT) symmetry in its BASE experiment in 2014?	True				0.0
183	Will project NA62 at the CERN in Geneva make a discovery of new unknown particles not predicted by the Standard Model of particle physics in 2014?	False				0.0
183	Will project NA62 at the CERN in Geneva make a discovery of new unknown particles not predicted by the Standard Model of particle physics in 2014?	True				0.0
188	Will obesity be among the top five health-related keyword searches in Google in any month in 2014?	False				0.0
188	Will obesity be among the top five health-related keyword searches in Google in any month in 2014?	True				0.0
189	Will the number of exposures to carbon monoxide reported in the 2013 Annual Report from the National Poison Data System (NPDS) be lower than 10,000?	False				0.0
189	Will the number of exposures to carbon monoxide reported in the 2013 Annual Report from the National Poison Data System (NPDS) be lower than 10,000?	True				0.0
190	By the end of 2014, will at least 5% of all products in the inventory maintained by the Project on Emerging Nanotechnologies be in the Electronics and Computers category?	False				0.0
190	By the end of 2014, will at least 5% of all products in the inventory maintained by the Project on Emerging Nanotechnologies be in the Electronics and Computers category?	True				0.0
191	In 2014, will the number of US patents issued with nanoelectromechanical or NEMS in their title/abstract be greater than 10% of the number of US patents issued with microelectromechanical or MEMS in their title/abstract?	False				0.0
191	In 2014, will the number of US patents issued with nanoelectromechanical or NEMS in their title/abstract be greater than 10% of the number of US patents issued with microelectromechanical or MEMS in their title/abstract?	True				0.0
192	Will a flat screen television containing Quantum Dot Enhancement Film (QDEF) be commercially available before the end of 2014?	False				0.0
192	Will a flat screen television containing Quantum Dot Enhancement Film (QDEF) be commercially available before the end of 2014?	True				0.0
193	Will the ratio of Applications to Commentaries published by the International Council on Nanotechnology (ICON) Virtual Journal in 2014 exceed a ratio of 5:1?	False				0.0
193	Will the ratio of Applications to Commentaries published by the International Council on Nanotechnology (ICON) Virtual Journal in 2014 exceed a ratio of 5:1?	True				0.0
194	In 2014, will the number of papers classified by the International Council on Nanotechnology (ICON) Virtual Journal as being concerned with metal particles be at least 50% higher than the number of papers concerned with carbon particles?	False				0.0
194	In 2014, will the number of papers classified by the International Council on Nanotechnology (ICON) Virtual Journal as being concerned with metal particles be at least 50% higher than the number of papers concerned with carbon particles?	True				0.0
195	Will the number of nanotechnology-based products in the Consumer Products Inventory maintained by the Project on Emerging Nanotechnologies reach 2,000 by the end of 2014?	False				0.0
195	Will the number of nanotechnology-based products in the Consumer Products Inventory maintained by the Project on Emerging Nanotechnologies reach 2,000 by the end of 2014?	True				0.0
196	Will single-crystal graphene with length greater than or equal to 2cm be reported by the end of 2014?	False				0.0
196	Will single-crystal graphene with length greater than or equal to 2cm be reported by the end of 2014?	True				0.0
198	Will the Goldbach Conjecture be solved by 2025?	False				0.0
198	Will the Goldbach Conjecture be solved by 2025?	True				0.0
199	Will the gap bound between primes shrink to under 100 by 31 DEC 2014?	False				0.0
199	Will the gap bound between primes shrink to under 100 by 31 DEC 2014?	True				0.0
200	Will the twin prime conjecture be resolved by 2024?	False				0.0
200	Will the twin prime conjecture be resolved by 2024?	True				0.0
201	Will a 100 million digit prime number be found before 2016?	False				0.0
201	Will a 100 million digit prime number be found before 2016?	True				0.0
203	Will a new candidate drug to treat fibromyalgia enter clinical trials in 2014?	False				0.0
203	Will a new candidate drug to treat fibromyalgia enter clinical trials in 2014?	True				0.0
204	Will any cases of equine influenza be reported in New Zealand before the end of 2014?	False				0.0
204	Will any cases of equine influenza be reported in New Zealand before the end of 2014?	True				0.0
205	Will a new clinical study on the use of positron emission tomography (PET) scanning to diagnose Chronic Traumatic Encephalopathy (CTE) be launched before the end of 2014?	False				0.0
205	Will a new clinical study on the use of positron emission tomography (PET) scanning to diagnose Chronic Traumatic Encephalopathy (CTE) be launched before the end of 2014?	True				0.0
206	Will a genetically engineered organism that can break down grass plant materials to yield directly useful biofuel products, such as alcohols and alkanes, be reported before the end of 2015?	False				0.0
206	Will a genetically engineered organism that can break down grass plant materials to yield directly useful biofuel products, such as alcohols and alkanes, be reported before the end of 2015?	True				0.0
213	Will China's percentage of electricity produced by nuclear power raise to 3% by 2015?	False				0.0
213	Will China's percentage of electricity produced by nuclear power raise to 3% by 2015?	True				0.0
216	Will a new clinical trial to evaluate the effectiveness of calorie restriction in slowing the progression of neurological diseases such as Huntington's disease, Parkinson's disease, and Alzheimer's disease start before the end of June 2015?	False				0.0
216	Will a new clinical trial to evaluate the effectiveness of calorie restriction in slowing the progression of neurological diseases such as Huntington's disease, Parkinson's disease, and Alzheimer's disease start before the end of June 2015?	True				0.0
220	Will a nanosponge toxoid vaccine, designed to protect against MRSA, enter clinical trials before the end of 2014?	False				0.0
220	Will a nanosponge toxoid vaccine, designed to protect against MRSA, enter clinical trials before the end of 2014?	True				0.0
223	Will a clinical trial show that Non-Alcoholic Fatty Liver Disease is common in women who had gestational diabetes during their pregnacy?	False				0.0
223	Will a clinical trial show that Non-Alcoholic Fatty Liver Disease is common in women who had gestational diabetes during their pregnacy?	True				0.0
224	Will the number of Facebook users worldwide decline in 2014?	False				0.0
224	Will the number of Facebook users worldwide decline in 2014?	True				0.0
226	In the 2013 Annual Report from the National Poison Data System (NPDS), will analgesics be the number one substance class for exposures among adults in the US?	False				0.0
226	In the 2013 Annual Report from the National Poison Data System (NPDS), will analgesics be the number one substance class for exposures among adults in the US?	True				0.0
227	Will lab experiments conducted with Josephson junctions prove the existence of axions by the end of 2015?	False				0.0
227	Will lab experiments conducted with Josephson junctions prove the existence of axions by the end of 2015?	True				0.0
228	Will nano structured batteries and super capacitors be incorporated in the bodywork of an electric vehicle available to consumers before the end of 2019?	False				0.0
228	Will nano structured batteries and super capacitors be incorporated in the bodywork of an electric vehicle available to consumers before the end of 2019?	True				0.0
229	Will a cancer therapy using near infrared (NIR) light responsive gold nanorods enter a human clinical trial in 2014?	False				0.0
229	Will a cancer therapy using near infrared (NIR) light responsive gold nanorods enter a human clinical trial in 2014?	True				0.0
230	Prior to the start of 2016, will the FDA require labeling of any food or food packaging items as containing nanotechnology-based materials?	False				0.0
230	Prior to the start of 2016, will the FDA require labeling of any food or food packaging items as containing nanotechnology-based materials?	True				0.0
231	By the end of 2014, will a chalopyrite solar cell with no cadmium-based buffer be reported with an efficiency greater than 20%?	False				0.0
231	By the end of 2014, will a chalopyrite solar cell with no cadmium-based buffer be reported with an efficiency greater than 20%?	True				0.0
253	At any point before the end of 2015, will the number of WhatsApp monthly active users reach 1 billion?	False				0.0
253	At any point before the end of 2015, will the number of WhatsApp monthly active users reach 1 billion?	True				0.0
254	Will at least three clinical trials using deep brain stimulation for treatment of coma patients start before the end of 2015?	False				0.0
254	Will at least three clinical trials using deep brain stimulation for treatment of coma patients start before the end of 2015?	True				0.0
255	Before the end of 2015, will a solar-to-hydrogen efficiency rate of 10% be reported from a water-splitting experiment?	False				0.0
255	Before the end of 2015, will a solar-to-hydrogen efficiency rate of 10% be reported from a water-splitting experiment?	True				0.0
256	Will a new clinical study on the potential benefits of calorie restriction be launched before the end of 2014?	False				0.0
256	Will a new clinical study on the potential benefits of calorie restriction be launched before the end of 2014?	True				0.0
302	Will the GMAP goal of eliminating malaria in 8-10 new countries by DEC 31 2015 be achieved?	False				0.0
302	Will the GMAP goal of eliminating malaria in 8-10 new countries by DEC 31 2015 be achieved?	True				0.0
309	Will genomic testing replace clinical diagnosis in any of the common neurological disorders by the end of 2015 ?	False				0.0
309	Will genomic testing replace clinical diagnosis in any of the common neurological disorders by the end of 2015 ?	True				0.0
311	Will the 9-man chess endgame tablebase be created before JAN 01 2030?	False				0.0
311	Will the 9-man chess endgame tablebase be created before JAN 01 2030?	True				0.0
322	Will NASA’s Cold Atom Lab successfully achieve a temperature of 100 picokelvin?	False				0.0
322	Will NASA’s Cold Atom Lab successfully achieve a temperature of 100 picokelvin?	True				0.0
325	What will the hashrate of the Bitcoin blockchain be on September 30, 2014?	Less than 25,000,000 GH/s				0.0
325	What will the hashrate of the Bitcoin blockchain be on September 30, 2014?	25,000,000 GH/s - 50,000,000 GH/s				0.0
325	What will the hashrate of the Bitcoin blockchain be on September 30, 2014?	50,000,000 GH/s - 75,000,000 GH/s				0.0
325	What will the hashrate of the Bitcoin blockchain be on September 30, 2014?	75,000,000 GH/s - 100,000,000 GH/s				0.0
325	What will the hashrate of the Bitcoin blockchain be on September 30, 2014?	100,000,000 GH/s or greater				0.0
327	Will California's solar thermal facilities reach an overall capacity of 1.5 GW before the end of 2015?	False				0.0
327	Will California's solar thermal facilities reach an overall capacity of 1.5 GW before the end of 2015?	True				0.0
328	Will there be more than one million homes in California powered by solar by the end of 2014?	False				0.0
328	Will there be more than one million homes in California powered by solar by the end of 2014?	True				0.0
329	Will a commercial building with perovskite solar cell windows be completed by the end of 2018?	False				0.0
329	Will a commercial building with perovskite solar cell windows be completed by the end of 2018?	True				0.0
330	Will a solar powered Apple laptop with photovoltaic cells located in the display module be commercially available before the end of 2018?	False				0.0
330	Will a solar powered Apple laptop with photovoltaic cells located in the display module be commercially available before the end of 2018?	True				0.0
332	Will a 500 MW capacity solar thermal power station be completed and in operation in the US before the end of 2016?	False				0.0
332	Will a 500 MW capacity solar thermal power station be completed and in operation in the US before the end of 2016?	True				0.0
333	Will the average price for a utility-scale solar photovoltaic (PV) project drop below $0.09 per kilowatts-hour by the end of 2014?	False				0.0
333	Will the average price for a utility-scale solar photovoltaic (PV) project drop below $0.09 per kilowatts-hour by the end of 2014?	True				0.0
336	How many of FDA’s priority pathogens will still be on the list by 2025?	Less than 6				0.0
336	How many of FDA’s priority pathogens will still be on the list by 2025?	 Between 6 and 8				0.0
336	How many of FDA’s priority pathogens will still be on the list by 2025?	 Between 9 and 10				0.0
336	How many of FDA’s priority pathogens will still be on the list by 2025?	 Between 11 and 13				0.0
336	How many of FDA’s priority pathogens will still be on the list by 2025?	 More than 13				0.0
338	Will Google integrate Bitcoin payments into Google Wallet by February 28, 2015?	False				0.0
338	Will Google integrate Bitcoin payments into Google Wallet by February 28, 2015?	True				0.0
342	Will a dishonest Bitcoin mining pool successfully execute a 51% attack by December 31, 2015?	False				0.0
342	Will a dishonest Bitcoin mining pool successfully execute a 51% attack by December 31, 2015?	True				0.0
343	Will US utility-scale solar power capacity increase by more than 50% in 2014?	False				0.0
343	Will US utility-scale solar power capacity increase by more than 50% in 2014?	True				0.0
345	By the end of 2014, will the highest-reported efficiency of a cadium telluride (CdTe) thin film solar cell be greater than the highest-reported efficiency for a CIGS solar cell?	False				0.0
345	By the end of 2014, will the highest-reported efficiency of a cadium telluride (CdTe) thin film solar cell be greater than the highest-reported efficiency for a CIGS solar cell?	True				0.0
346	Will a perovskite solar cell with efficiency of at least 20% be reported by the end of 2015?	False				0.0
346	Will a perovskite solar cell with efficiency of at least 20% be reported by the end of 2015?	True				0.0
347	Will a quantum dot solar cell with efficiency greater than 10% be reported before the end of 2014?	False				0.0
347	Will a quantum dot solar cell with efficiency greater than 10% be reported before the end of 2014?	True				0.0
350	When will the combination of data-sharing through the cloud and crowd sourcing become the primary approach for global infectious disease surveillance?	Before 6/30/2014				0.0
350	When will the combination of data-sharing through the cloud and crowd sourcing become the primary approach for global infectious disease surveillance?	 7/1/2014-12/31/2014				0.0
350	When will the combination of data-sharing through the cloud and crowd sourcing become the primary approach for global infectious disease surveillance?	 1/1/2015-6/30/2015				0.0
350	When will the combination of data-sharing through the cloud and crowd sourcing become the primary approach for global infectious disease surveillance?	 7/1/2015-12/31/2015				0.0
350	When will the combination of data-sharing through the cloud and crowd sourcing become the primary approach for global infectious disease surveillance?	 Will not occur before 1/1/2016				0.0
351	Will antimicrobial resistant pathogens ever make antimicrobial medicines useless by 2035?	False				0.0
351	Will antimicrobial resistant pathogens ever make antimicrobial medicines useless by 2035?	True				0.0
352	Will the recent resurgence of polio in Africa, the Middle East, and South Asia result in increased polio eradication efforts by December 31, 2014?	False				0.0
352	Will the recent resurgence of polio in Africa, the Middle East, and South Asia result in increased polio eradication efforts by December 31, 2014?	True				0.0
353	Will a mining pool attain more than 50% of the Bitcoin network power by December 31, 2015?	False				0.0
353	Will a mining pool attain more than 50% of the Bitcoin network power by December 31, 2015?	True				0.0
355	Will the number of US solar energy jobs increase by more than 20% in 2014?	False				0.0
355	Will the number of US solar energy jobs increase by more than 20% in 2014?	True				0.0
357	Will global utility-scale solar PV power capacity exceed 30GW by the end of 2014?	False				0.0
357	Will global utility-scale solar PV power capacity exceed 30GW by the end of 2014?	True				0.0
358	Will US solar energy consumption exceed 5% of total US renewable energy consumption in 2014?	False				0.0
358	Will US solar energy consumption exceed 5% of total US renewable energy consumption in 2014?	True				0.0
359	Will US wind energy consumption decrease in 2014?	False				0.0
359	Will US wind energy consumption decrease in 2014?	True				0.0
360	Will India's installed utility-scale solar capacity reach 2.5GW by the end of 2014?	False				0.0
360	Will India's installed utility-scale solar capacity reach 2.5GW by the end of 2014?	True				0.0
361	Will there be more than 400 utility-scale solar PV power plants in the US by the end of 2014?	False				0.0
361	Will there be more than 400 utility-scale solar PV power plants in the US by the end of 2014?	True				0.0
362	Will light sensitive 'smart curtains' containing carbon nanotubes be used in at least one energy efficient building before the end of 2016?	False				0.0
362	Will light sensitive 'smart curtains' containing carbon nanotubes be used in at least one energy efficient building before the end of 2016?	True				0.0
363	Will the silver nanowire ink touch sensitive screens being developed by 3M and Cambrios be in commercially available smartphones by the end of 2015?	False				0.0
363	Will the silver nanowire ink touch sensitive screens being developed by 3M and Cambrios be in commercially available smartphones by the end of 2015?	True				0.0
372	Will there be a Hurricane or Tropical Storm named Rene in the 2014 Atlantic hurricane season?	False				0.0
372	Will there be a Hurricane or Tropical Storm named Rene in the 2014 Atlantic hurricane season?	True				0.0
374	Will there be at least one major hurricane that makes US landfall in the 2014 hurricane season?	False				0.0
374	Will there be at least one major hurricane that makes US landfall in the 2014 hurricane season?	True				0.0
375	Will El Niño form in 2014?	False				0.0
375	Will El Niño form in 2014?	True				0.0
376	Will the average annual concentration of CO2 in the atmosphere recorded by NOAA's Mauna Loa Observatory in Hawaii exceed 400 PPM in 2014?	False				0.0
376	Will the average annual concentration of CO2 in the atmosphere recorded by NOAA's Mauna Loa Observatory in Hawaii exceed 400 PPM in 2014?	True				0.0
377	Will the Mars Curiosity Rover discover organic matter on Mars—evidence that life exists or existed on the planet—by July 1, 2015?	False				0.0
377	Will the Mars Curiosity Rover discover organic matter on Mars—evidence that life exists or existed on the planet—by July 1, 2015?	True				0.0
382	What will be the highest reported efficiency achieved by a metamaterial power harvester by DEC 1 2015?	False				0.0
382	What will be the highest reported efficiency achieved by a metamaterial power harvester by DEC 1 2015?	True				0.0
385	In 2014, will the Arctic sea ice minimum day occur after September 15th?	False				0.0
385	In 2014, will the Arctic sea ice minimum day occur after September 15th?	True				0.0
386	In 2014, will an Atlantic hurricane or tropical storm prompt the mayor of New York City to declare a state of emergency?	False				0.0
386	In 2014, will an Atlantic hurricane or tropical storm prompt the mayor of New York City to declare a state of emergency?	True				0.0
387	Will evidence of primordial gravitational waves be independently confirmed by another group besides the group led by Dr. John M. Kovac?	False				0.0
387	Will evidence of primordial gravitational waves be independently confirmed by another group besides the group led by Dr. John M. Kovac?	True				0.0
389	In how many African countries will a lab-confirmed case of the coronavirus Middle East Respiratory Syndrome (MERS or MERS-CoV) be detected by 1 October 2014?	False				0.0
389	In how many African countries will a lab-confirmed case of the coronavirus Middle East Respiratory Syndrome (MERS or MERS-CoV) be detected by 1 October 2014?	True				0.0
393	Will the number of U.S. counties with infestations of Hemlock Woolly Adelgids, an invasive insect species, decrease in 2014 from the previous year?	False				0.0
393	Will the number of U.S. counties with infestations of Hemlock Woolly Adelgids, an invasive insect species, decrease in 2014 from the previous year?	True				0.0
398	Will the consumer version of Google Glass be available for purchase in the US before the end of September 2014?	False				0.0
398	Will the consumer version of Google Glass be available for purchase in the US before the end of September 2014?	True				0.0
400	Will a wearable camera with speed of more than 60 frames per second at 4K resolution be commercially available by the end of 2015?	False				0.0
400	Will a wearable camera with speed of more than 60 frames per second at 4K resolution be commercially available by the end of 2015?	True				0.0
401	Will the Apple iWatch be commercially available by the end of September 2014?	False				0.0
401	Will the Apple iWatch be commercially available by the end of September 2014?	True				0.0
402	Will a breathalyzer for measuring blood sugar be commercially available by the end of 2016?	False				0.0
402	Will a breathalyzer for measuring blood sugar be commercially available by the end of 2016?	True				0.0
403	Will Massachusetts be the US state with the the second most solar jobs (after California) by the end of 2014?	False				0.0
403	Will Massachusetts be the US state with the the second most solar jobs (after California) by the end of 2014?	True				0.0
405	Will either Yingli or Trina, the two leading global solar PV suppliers in China, ship 1GW of solar PV product in a single quarter in 2014?	False				-24.101
405	Will either Yingli or Trina, the two leading global solar PV suppliers in China, ship 1GW of solar PV product in a single quarter in 2014?	True				3.279
407	Will the final FDA guideline, "Guidance for Industry, Considering Whether an FDA-Regulated Product Involves the Application of nanotechnology" be released in 2014?	False				0.0
407	Will the final FDA guideline, "Guidance for Industry, Considering Whether an FDA-Regulated Product Involves the Application of nanotechnology" be released in 2014?	True				0.0
410	Will there be 15 or more named storms (including subtropical storms) in the Atlantic-Caribbean-Gulf of Mexico region during the 2014 hurricane season?	False				0.0
410	Will there be 15 or more named storms (including subtropical storms) in the Atlantic-Caribbean-Gulf of Mexico region during the 2014 hurricane season?	True				0.0
411	Will implantable sensors for monitoring cancer enter clinical trials by the end of 2015?	False				0.0
411	Will implantable sensors for monitoring cancer enter clinical trials by the end of 2015?	True				0.0
